credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
729,1,2,62.0,4,140549.4,1,1,0,30990.16
663,1,2,42.0,1,82228.67,2,1,0,71359.78
812,2,2,24.0,1,92476.88,1,0,0,83247.14
687,3,2,47.0,1,91219.29,1,0,0,158845.49
669,2,1,51.0,3,88827.53,1,0,0,85250.77
722,1,1,46.0,6,0.0,1,1,1,93917.68
510,1,1,32.0,9,103324.78,1,1,1,46127.7
704,2,1,24.0,10,122109.78,1,1,1,127654.37
646,1,1,18.0,10,0.0,2,0,1,52795.15
654,1,2,29.0,4,96974.97,1,0,1,141404.07
549,3,1,41.0,9,95020.8,3,1,1,131710.59
479,2,1,37.0,6,118433.94,1,0,1,160060.9
631,1,1,29.0,7,0.0,2,0,1,125877.22
570,3,2,57.0,5,86568.75,1,0,1,103660.31
592,1,1,28.0,2,116498.22,1,1,0,144290.25
683,2,1,41.0,0,148863.17,1,1,1,163911.32
572,1,1,37.0,1,133043.66,1,0,0,111243.09
642,1,1,30.0,8,117494.27,1,0,0,61977.82
640,3,1,33.0,8,81677.22,2,0,0,34925.56
584,2,1,36.0,4,82696.09,2,0,0,83058.14
530,2,2,36.0,7,0.0,2,1,0,80619.09
596,2,1,57.0,6,0.0,2,1,1,72402.0
587,3,1,33.0,6,132603.36,1,1,0,55775.72
502,3,2,33.0,6,125241.17,2,1,1,158736.07
676,1,2,32.0,5,0.0,2,1,1,75465.41
818,1,1,36.0,4,0.0,2,1,1,8037.03
610,2,2,37.0,10,140363.95,2,1,1,129563.86
605,1,1,41.0,10,0.0,2,0,1,97213.09
734,1,2,29.0,0,139994.66,1,1,0,17744.72
576,1,2,50.0,8,0.0,2,1,1,57802.62
586,1,2,43.0,8,132558.26,1,1,0,67046.83
811,2,1,39.0,7,0.0,2,1,1,177519.39
783,1,1,38.0,9,114135.17,1,1,0,153269.98
570,3,1,35.0,6,85668.59,1,1,0,105525.36
699,1,1,22.0,9,99339.0,1,1,0,68297.61
656,2,2,34.0,6,59877.33,1,1,0,14032.62
710,1,2,41.0,2,156067.05,1,1,1,9983.88
694,1,1,40.0,9,0.0,2,1,0,40463.03
698,1,1,47.0,5,156265.31,2,0,0,1055.66
571,1,2,42.0,4,108825.34,3,1,0,55558.51
633,3,1,43.0,3,144164.29,1,1,1,158646.46
629,1,1,32.0,2,0.0,2,0,1,77965.44
584,1,2,44.0,5,95671.75,2,1,1,106564.88
685,1,2,43.0,1,132667.17,1,1,1,41876.98
636,1,2,20.0,10,124266.86,1,0,0,100566.81
583,3,1,40.0,4,107041.3,1,1,1,5635.63
502,1,2,64.0,3,139663.37,1,0,1,100995.11
597,2,1,35.0,9,0.0,3,0,1,73181.39
648,3,1,31.0,7,125681.51,1,0,1,129980.93
770,1,2,70.0,9,110738.89,1,1,0,22666.77
704,1,1,50.0,4,165438.26,1,1,0,120770.75
637,1,2,36.0,9,166939.88,1,1,1,72504.76
667,1,2,48.0,2,0.0,2,1,1,148608.39
516,3,2,53.0,1,156674.2,1,1,0,118502.34
706,3,1,23.0,2,93301.97,2,0,1,127187.04
651,1,1,35.0,0,181821.96,2,0,1,36923.67
667,1,1,33.0,4,0.0,2,1,1,131834.75
461,3,2,34.0,5,63663.93,1,0,1,167784.28
712,3,2,29.0,7,147199.07,1,1,1,84932.4
705,1,2,39.0,5,149379.66,2,1,0,96075.55
737,3,1,35.0,0,133377.8,1,0,1,64050.19
452,3,1,52.0,1,98443.14,2,0,0,92033.98
670,1,1,33.0,1,0.0,2,1,1,86413.11
541,1,1,46.0,4,124547.13,2,1,0,94499.06
712,1,1,29.0,3,102540.61,1,1,1,189680.79
850,1,2,41.0,5,0.0,2,1,1,34827.43
678,1,2,49.0,3,204510.94,1,0,1,738.88
604,1,2,40.0,1,0.0,2,1,0,123207.17
512,1,1,24.0,6,0.0,2,1,0,37654.31
666,2,2,36.0,6,0.0,2,1,0,176692.87
798,3,2,29.0,8,80204.11,2,1,0,70223.22
446,1,2,51.0,4,105056.13,1,0,0,70613.52
629,2,1,34.0,1,121151.05,1,0,0,119357.93
640,1,1,33.0,7,154575.76,1,1,0,25722.28
850,1,1,43.0,4,161256.53,1,1,1,140071.57
734,3,2,47.0,10,91522.04,2,1,1,138835.91
589,1,1,37.0,7,85146.48,2,1,0,86490.09
573,3,2,47.0,4,152522.47,1,0,1,164038.07
744,1,2,39.0,6,0.0,1,0,0,10662.58
576,3,1,44.0,9,119530.52,1,1,0,119056.68
724,1,1,28.0,5,97612.12,1,1,1,96498.14
681,1,1,59.0,4,122781.51,1,0,1,140166.95
489,1,2,47.0,8,103894.38,2,1,1,107625.46
552,3,1,38.0,10,132271.12,2,1,1,46562.02
747,1,2,34.0,10,0.0,2,1,1,50759.8
710,1,1,38.0,3,130588.82,1,1,1,154997.64
562,1,1,29.0,9,0.0,1,1,1,25858.68
699,3,2,31.0,10,125837.86,2,1,0,189392.66
590,2,1,30.0,3,0.0,2,1,0,83090.35
602,3,1,38.0,2,71667.97,2,0,0,137111.89
668,2,1,43.0,1,147167.25,1,0,0,141679.73
530,1,2,29.0,5,0.0,2,0,0,121451.21
753,1,1,35.0,4,0.0,2,1,1,106303.4
662,1,1,64.0,0,98848.19,1,0,1,42730.12
691,1,1,38.0,1,0.0,2,0,0,44653.5
785,3,2,33.0,5,136624.6,2,1,1,169117.74
812,2,1,38.0,3,127117.8,2,1,1,174822.74
709,1,2,43.0,8,0.0,2,0,0,168035.62
670,3,1,43.0,9,111677.88,1,1,0,178827.3
732,1,2,43.0,9,0.0,2,1,0,183147.17
681,1,2,43.0,8,154100.3,1,0,0,114659.81
662,2,1,37.0,4,155187.3,1,1,0,48930.8
558,3,2,32.0,1,108262.87,1,1,1,6935.31
594,1,1,35.0,2,133853.27,1,1,1,65361.66
717,1,1,50.0,9,90305.76,1,1,1,124626.57
691,1,1,58.0,3,0.0,1,0,1,194930.3
600,1,1,32.0,1,0.0,1,1,1,101986.16
594,2,2,49.0,2,126615.94,2,0,1,123214.74
608,1,1,42.0,5,0.0,2,1,0,178504.29
434,3,2,58.0,9,125801.03,2,1,0,60891.8
712,3,1,37.0,7,93978.96,2,1,0,60651.77
485,1,2,25.0,3,134467.26,1,1,1,113266.09
615,1,1,45.0,5,0.0,2,1,1,164886.64
363,2,2,28.0,6,146098.43,3,1,0,100615.14
687,1,1,28.0,7,108116.66,1,1,1,27411.19
785,2,2,31.0,2,121691.54,2,0,0,81778.72
628,2,1,28.0,4,0.0,2,1,1,176750.81
561,1,1,28.0,7,0.0,2,1,0,7797.01
614,2,1,35.0,2,127283.78,1,1,1,31302.35
713,3,1,40.0,3,114446.84,2,1,1,87308.18
667,2,1,39.0,9,0.0,2,1,0,68873.8
543,1,1,35.0,5,137482.19,1,0,0,62389.35
703,1,2,32.0,6,0.0,2,0,0,33606.52
594,2,2,38.0,10,0.0,2,1,0,58332.91
750,1,1,36.0,7,136492.92,3,1,1,26500.29
755,1,1,30.0,4,123217.66,2,0,1,144183.1
614,1,2,38.0,4,72594.0,1,1,1,76042.48
660,2,1,30.0,4,0.0,2,1,0,129149.06
762,1,1,20.0,1,139432.55,1,1,1,85606.83
683,1,1,39.0,4,0.0,2,1,0,171716.81
480,1,2,40.0,7,0.0,1,1,0,170332.67
701,1,2,42.0,6,86167.82,1,1,0,153342.38
580,2,2,57.0,0,136820.99,1,0,1,108528.74
445,1,1,37.0,3,0.0,2,1,1,180012.39
657,2,2,41.0,6,112119.48,1,1,0,17536.82
602,1,2,25.0,0,0.0,2,1,1,101274.17
684,1,1,32.0,9,100249.41,2,0,1,67599.69
805,3,1,56.0,6,151802.29,1,1,0,46791.09
603,1,1,45.0,9,0.0,1,0,0,148516.79
701,3,1,41.0,0,150844.94,1,0,1,127623.36
664,1,1,24.0,7,0.0,1,0,1,35611.35
748,1,1,40.0,3,95297.11,1,0,0,171515.84
487,2,1,33.0,8,145729.71,1,1,0,41365.85
730,2,2,39.0,6,140094.59,1,1,0,172450.04
731,3,2,21.0,8,132312.06,1,1,0,106663.46
660,1,1,38.0,7,0.0,2,0,1,146585.53
596,2,2,76.0,9,134208.25,1,1,1,13455.43
674,3,1,43.0,8,85957.88,2,1,0,8757.39
511,2,2,66.0,4,0.0,1,1,0,1643.11
773,3,1,47.0,2,118079.47,4,1,1,143007.49
695,2,1,39.0,4,65521.2,1,1,1,1243.97
637,2,2,45.0,2,157929.45,1,1,1,145134.49
739,1,2,37.0,8,0.0,2,1,0,191557.1
641,3,1,32.0,5,122947.92,1,1,1,99154.86
784,3,1,28.0,2,70233.74,2,1,1,179252.73
807,1,1,42.0,7,118274.71,1,1,1,25885.72
716,1,2,44.0,1,0.0,1,1,1,152108.47
589,2,2,27.0,4,0.0,2,1,0,144181.48
757,1,1,46.0,0,0.0,2,1,0,37460.05
544,3,1,44.0,2,108895.93,1,0,0,69228.2
598,3,2,46.0,7,131769.04,1,0,0,184980.23
624,1,1,37.0,0,0.0,2,0,0,112104.55
646,1,2,33.0,2,0.0,2,0,0,198208.0
694,3,2,37.0,8,98218.04,2,1,0,182354.46
513,2,1,88.0,10,0.0,2,1,1,52952.24
727,2,1,71.0,8,0.0,1,1,1,198446.91
739,1,1,29.0,1,0.0,2,1,1,164484.78
690,1,2,26.0,3,118097.87,1,1,0,61257.83
590,1,1,47.0,3,0.0,2,1,0,171774.5
662,2,1,38.0,4,0.0,2,1,0,136259.65
743,2,2,36.0,8,92716.96,1,1,1,33693.78
799,2,1,35.0,7,0.0,2,0,1,140780.8
669,3,2,50.0,4,112650.89,1,0,0,166386.22
751,2,2,37.0,3,99773.85,2,1,0,54865.92
738,2,1,35.0,8,127290.61,1,1,0,16081.62
569,1,1,43.0,7,0.0,2,1,0,52534.81
703,2,1,29.0,9,0.0,2,1,0,50679.48
599,1,1,27.0,5,0.0,2,1,0,30546.4
610,1,2,27.0,4,87262.4,2,1,0,182720.07
713,1,1,53.0,6,115029.4,1,0,0,191521.32
567,2,1,35.0,8,153137.74,1,1,0,88659.07
522,3,2,37.0,3,95022.57,1,1,1,129107.59
511,2,2,57.0,8,122950.31,1,1,1,181258.76
749,2,2,43.0,1,124209.02,1,1,1,167179.48
773,1,1,64.0,2,145578.28,1,0,1,186172.85
531,1,1,29.0,3,114590.58,1,0,0,75585.48
751,1,1,43.0,1,114974.24,1,1,0,125920.54
754,2,1,39.0,7,157691.98,2,1,0,133600.89
773,2,1,43.0,7,138150.57,1,1,1,177357.16
778,3,2,35.0,1,151958.19,3,1,1,131238.37
721,2,1,51.0,0,169312.13,1,1,0,109078.35
575,1,2,57.0,8,137936.94,1,1,1,84475.13
701,1,2,41.0,2,0.0,1,1,0,47856.78
669,1,2,31.0,6,113000.66,1,1,0,40467.82
636,1,1,31.0,6,0.0,2,1,1,2382.61
780,1,2,37.0,3,0.0,2,0,0,182156.81
608,1,2,28.0,9,0.0,2,1,1,125062.02
591,1,1,45.0,5,0.0,2,1,1,155492.87
612,1,2,63.0,2,126473.33,1,0,1,147545.65
729,2,2,42.0,1,0.0,2,1,1,149535.97
728,3,2,33.0,9,150412.14,2,1,0,170764.08
586,2,2,28.0,2,0.0,2,1,1,92067.35
689,1,1,39.0,4,0.0,2,1,0,196112.45
587,3,2,45.0,8,134980.74,1,1,1,123309.57
606,2,2,25.0,3,147386.72,3,1,0,45482.04
617,2,2,36.0,7,115617.24,1,1,1,71519.4
655,1,1,38.0,4,0.0,2,0,0,110527.71
754,3,2,48.0,7,141819.02,1,1,0,93550.53
633,1,2,29.0,7,169988.35,1,1,0,4272.0
567,2,2,54.0,5,92316.31,2,1,0,158590.66
808,1,1,41.0,0,0.0,1,1,1,79888.78
502,3,1,33.0,5,174673.65,2,1,0,33300.56
708,3,1,37.0,8,153366.13,1,1,1,26912.34
636,2,1,52.0,4,111284.53,1,0,1,32936.44
611,1,1,30.0,9,0.0,2,1,1,148887.69
493,1,1,36.0,9,0.0,2,1,1,65816.53
646,1,1,40.0,5,93680.43,2,1,1,179473.26
724,1,1,30.0,10,0.0,2,1,1,54265.55
640,1,1,44.0,7,111833.47,1,1,0,67202.74
630,1,1,34.0,9,0.0,2,1,1,114006.35
675,1,1,34.0,8,0.0,2,1,1,184842.21
605,3,1,75.0,2,61319.63,1,0,1,186655.11
502,1,1,37.0,10,0.0,1,1,1,76642.68
667,2,1,45.0,3,0.0,2,0,0,163655.01
595,1,1,52.0,9,0.0,1,1,1,106340.66
701,3,1,32.0,5,102500.34,1,0,0,106287.77
808,2,1,47.0,8,139196.0,1,0,1,74028.36
515,2,1,29.0,4,151012.55,2,1,0,9770.97
757,1,1,47.0,3,130747.1,1,1,0,143829.54
486,2,1,24.0,1,0.0,1,1,0,98802.76
651,1,2,34.0,9,0.0,2,1,0,138113.71
523,1,2,28.0,2,121164.11,1,1,1,59938.81
619,1,2,28.0,3,0.0,2,1,0,53394.12
513,3,1,34.0,7,60515.13,1,0,0,124571.09
723,3,2,68.0,3,110357.0,1,0,0,141977.54
656,1,1,41.0,2,0.0,2,1,0,158973.77
528,3,2,29.0,9,170214.23,2,1,0,49284.0
556,1,1,35.0,10,0.0,2,1,1,192751.18
623,1,1,21.0,10,0.0,2,0,1,135851.3
513,1,1,29.0,10,0.0,2,0,1,25514.77
570,3,1,42.0,0,107856.57,2,1,0,127528.84
526,2,1,66.0,7,132044.6,2,1,1,158365.89
567,1,2,26.0,2,0.0,2,1,1,78651.55
780,1,2,43.0,0,0.0,1,0,1,15705.27
599,2,2,46.0,7,81742.84,2,1,0,83282.21
640,1,1,68.0,9,0.0,2,1,1,199493.38
727,1,2,31.0,2,52192.08,2,0,1,160383.47
544,1,1,23.0,1,96471.2,1,1,0,35550.97
713,3,2,61.0,4,149525.34,2,1,0,123663.63
594,3,2,21.0,2,87096.82,2,1,0,168186.11
693,1,1,21.0,1,0.0,2,1,1,3494.02
547,3,2,39.0,6,74596.15,3,1,1,85746.52
554,1,1,33.0,3,117413.95,1,1,1,12766.74
593,1,2,35.0,6,133489.12,2,1,1,78101.29
850,2,1,39.0,0,141829.67,1,1,1,92748.16
613,3,2,51.0,7,147262.11,1,1,1,53630.9
605,1,2,30.0,9,135422.31,1,0,1,186418.85
572,1,1,30.0,6,117696.67,1,1,0,100843.82
492,3,2,38.0,8,57068.43,2,1,0,188974.81
690,2,1,32.0,2,76087.98,1,0,1,151822.66
557,2,1,34.0,3,0.0,1,0,1,123427.98
711,1,2,38.0,2,129022.06,2,1,1,14374.86
695,2,2,31.0,8,0.0,2,0,1,131644.41
641,1,1,30.0,2,87505.47,2,0,1,7278.57
658,3,2,28.0,9,152812.58,1,1,0,166682.57
587,1,1,33.0,5,100116.82,1,1,0,34215.58
507,1,2,35.0,1,0.0,2,0,0,92131.54
523,1,1,45.0,5,0.0,2,1,1,121428.2
611,2,2,33.0,7,0.0,2,1,1,3729.89
588,2,1,34.0,10,0.0,2,1,0,79078.91
523,1,1,61.0,8,66250.71,1,1,1,21859.06
678,3,2,40.0,8,128644.46,1,0,0,167673.37
609,1,1,37.0,6,0.0,2,0,1,22030.72
676,2,2,30.0,5,0.0,2,0,1,157888.5
818,2,1,26.0,4,0.0,2,1,1,167036.94
624,2,2,38.0,8,0.0,2,1,0,95403.41
679,1,2,44.0,3,118742.74,2,1,0,1568.91
597,2,2,30.0,2,119370.11,1,1,1,182726.22
819,2,2,28.0,8,168253.21,1,1,1,102799.14
675,2,2,40.0,8,79035.95,1,1,0,142783.98
798,1,1,28.0,3,0.0,2,1,0,2305.27
741,2,1,43.0,0,0.0,2,1,1,2920.63
850,2,1,31.0,6,82613.56,2,1,0,149170.92
673,1,1,51.0,8,79563.36,2,1,1,172200.91
437,3,1,35.0,6,126803.34,2,1,1,161133.4
562,1,1,42.0,2,100238.35,1,0,0,86797.41
555,1,1,31.0,8,145875.74,1,1,0,137491.23
501,1,1,37.0,4,0.0,2,0,0,12470.3
675,2,1,32.0,8,197436.82,1,1,1,52710.7
763,1,1,35.0,9,0.0,1,1,1,31372.91
686,2,1,38.0,7,111484.88,1,1,1,76076.2
723,3,1,37.0,3,94661.53,2,1,0,121239.65
714,2,1,25.0,2,0.0,1,1,1,132979.43
632,2,2,29.0,7,80922.75,1,1,0,7820.78
611,3,2,29.0,4,78885.88,2,1,1,26927.69
550,1,2,48.0,6,0.0,2,1,1,191870.28
431,1,1,63.0,6,160982.89,1,1,1,168008.17
553,2,2,48.0,3,0.0,1,0,1,30730.95
827,2,2,35.0,0,0.0,2,0,1,184514.01
583,1,2,42.0,7,0.0,2,1,0,144039.05
707,1,1,47.0,3,0.0,2,1,0,174303.29
727,3,1,37.0,9,101191.83,1,1,1,34551.35
789,3,2,43.0,9,116644.29,2,1,1,60176.1
566,1,1,30.0,5,0.0,1,1,0,54926.51
707,1,1,35.0,2,0.0,3,1,1,94148.3
621,2,1,34.0,8,0.0,1,0,0,47972.65
707,2,1,43.0,10,0.0,2,1,0,118368.2
738,2,1,36.0,5,0.0,2,1,1,96881.32
667,3,1,27.0,2,138032.15,1,1,0,166317.71
609,3,1,33.0,6,94126.67,1,0,0,93718.16
625,1,1,37.0,1,177069.24,2,1,1,96088.54
701,2,2,42.0,5,0.0,2,0,0,24210.56
431,3,1,42.0,8,120822.86,2,1,0,126153.24
493,1,2,46.0,4,0.0,2,1,0,1907.66
578,1,1,32.0,4,0.0,2,1,1,141822.8
667,1,1,36.0,9,0.0,2,1,1,40062.29
545,2,2,39.0,6,0.0,1,0,0,38410.74
681,2,1,67.0,7,0.0,2,0,1,163714.92
687,1,2,35.0,1,110752.15,2,1,1,47921.22
791,3,2,42.0,10,113657.41,2,0,1,139946.68
599,3,2,49.0,10,143888.22,2,1,1,166236.38
752,1,2,30.0,3,0.0,2,1,1,104991.28
537,3,1,48.0,4,131834.8,1,1,0,166476.95
603,2,1,57.0,6,105000.85,2,1,1,87412.24
608,2,1,34.0,7,86656.13,1,0,1,59890.29
596,1,2,33.0,1,138162.81,1,1,0,85412.54
629,1,1,39.0,2,129669.32,2,1,0,82774.07
515,1,1,65.0,7,92113.61,1,1,1,142548.33
775,1,2,66.0,9,0.0,2,1,1,67622.34
674,1,2,32.0,7,85757.93,1,1,1,95481.0
682,2,1,46.0,4,0.0,1,1,1,4654.28
725,1,2,36.0,1,118851.05,1,1,1,102747.02
718,2,1,34.0,5,113922.44,2,1,0,30772.22
748,2,1,58.0,9,122330.7,2,0,1,124429.19
653,3,2,38.0,5,114268.22,2,1,1,89524.83
850,2,1,39.0,6,133214.13,1,0,1,20769.88
821,3,2,31.0,2,68927.57,1,1,1,25445.0
700,1,1,37.0,3,77608.46,2,1,1,175373.46
555,2,1,33.0,5,127343.4,1,0,1,121789.3
464,3,1,33.0,8,164284.72,2,1,1,3710.34
663,1,1,34.0,7,0.0,2,1,1,180427.24
809,1,1,43.0,2,0.0,2,1,1,132908.07
753,1,2,62.0,6,0.0,2,1,1,136398.9
527,2,1,28.0,6,128396.33,2,1,0,79919.97
697,1,2,23.0,10,0.0,2,1,1,79734.23
641,1,2,38.0,3,0.0,2,1,0,116466.19
748,1,2,49.0,7,29602.08,1,0,0,163550.58
686,3,2,56.0,5,111642.08,1,1,1,80553.87
469,3,1,38.0,9,113599.42,1,0,0,11950.29
641,1,1,65.0,6,38340.02,1,1,0,32607.77
739,1,1,58.0,2,101579.28,1,1,1,72168.53
804,2,1,33.0,7,76548.6,1,0,1,98453.45
748,1,1,34.0,5,84009.47,1,1,1,137001.1
641,1,2,36.0,5,66392.64,1,1,0,31106.67
642,1,2,40.0,7,0.0,2,1,0,10712.82
605,2,2,48.0,6,0.0,2,1,1,40062.99
709,1,2,40.0,9,131569.63,1,1,1,103970.58
631,3,1,40.0,3,107949.45,1,1,0,52449.62
452,2,1,44.0,3,88915.85,1,1,0,69697.74
686,1,2,43.0,0,0.0,1,1,1,170072.9
606,1,1,31.0,10,0.0,2,1,0,195209.4
496,1,1,32.0,4,127845.83,1,1,0,66469.2
554,3,2,43.0,2,120847.11,1,1,0,7611.61
675,1,1,40.0,7,113208.86,2,1,0,34577.36
655,1,1,37.0,5,93147.0,2,1,0,66214.13
660,3,1,41.0,1,129901.21,1,1,0,26025.6
641,1,1,33.0,2,146193.6,2,1,1,55796.83
753,3,2,38.0,1,117314.92,1,1,0,122021.33
746,1,1,36.0,7,142400.77,1,1,1,193438.69
790,3,1,50.0,8,121438.58,1,1,1,176471.78
677,1,1,38.0,4,0.0,2,1,0,187800.63
689,2,2,45.0,0,57784.22,1,1,0,197804.0
631,3,2,22.0,6,139129.92,1,1,1,63747.51
623,1,2,34.0,9,0.0,1,1,0,24255.21
790,2,1,32.0,3,0.0,1,1,0,91044.47
516,1,2,37.0,8,113143.12,1,0,0,3363.36
525,1,1,51.0,10,0.0,3,1,0,171045.35
539,2,2,39.0,6,62052.28,1,0,1,59755.14
572,3,1,26.0,4,118287.01,2,0,0,60427.3
757,1,1,29.0,8,130306.49,1,1,0,77469.38
680,1,1,32.0,5,92961.61,1,1,0,116957.6
743,1,2,30.0,1,127023.39,1,1,1,138780.89
670,3,2,36.0,2,84266.44,2,0,0,38614.69
686,3,1,33.0,9,141918.09,2,0,1,184036.47
433,1,2,49.0,10,0.0,1,1,1,87711.61
655,2,1,34.0,1,116114.93,1,1,1,49492.15
632,1,1,44.0,3,107764.75,1,1,0,185667.72
725,3,1,39.0,1,50880.98,2,1,1,184023.54
628,2,1,40.0,10,0.0,2,1,0,103832.58
741,3,2,37.0,8,170840.08,2,0,0,109843.16
498,1,1,73.0,2,170241.7,2,1,1,165407.96
849,3,1,37.0,7,143452.74,2,1,1,17294.12
467,3,1,51.0,10,114514.71,2,1,0,177784.68
589,1,1,46.0,9,0.0,2,1,0,170676.67
775,3,1,51.0,2,123783.25,1,1,1,134901.57
700,3,2,59.0,5,137648.41,1,1,0,142977.05
506,2,1,32.0,8,0.0,2,0,1,182692.8
752,1,2,36.0,1,86837.95,1,1,1,105280.55
696,3,2,27.0,2,96129.32,2,1,1,5983.7
685,2,1,31.0,10,135213.71,1,1,1,125777.28
710,3,1,34.0,8,147833.3,2,0,1,1561.58
728,1,1,38.0,1,115934.74,1,1,1,139059.05
546,1,1,28.0,8,0.0,1,1,0,159254.29
769,3,1,34.0,7,115101.5,1,0,0,57841.89
682,2,2,47.0,10,134032.01,1,1,0,144290.97
711,1,2,39.0,3,152462.79,1,1,0,90305.97
583,3,2,41.0,5,77647.6,1,1,0,190429.52
691,1,2,33.0,6,0.0,2,1,0,164074.89
792,2,1,25.0,8,142862.21,1,1,1,130639.01
811,1,1,31.0,7,117799.28,1,1,1,182372.35
712,1,2,27.0,2,133009.51,1,1,0,126809.15
446,3,1,25.0,3,136202.78,1,1,0,176743.51
530,2,1,37.0,4,0.0,2,1,1,164844.37
520,3,1,34.0,8,120018.86,2,1,1,343.38
549,3,1,34.0,6,204017.4,2,1,0,109538.35
523,3,1,27.0,8,61688.61,2,1,0,147059.16
768,1,1,25.0,0,78396.08,1,1,1,8316.19
778,1,1,38.0,3,145018.49,2,1,1,126702.41
667,3,1,70.0,3,77356.92,2,1,1,20881.96
707,1,2,55.0,1,0.0,2,0,1,54409.48
594,1,1,40.0,9,122417.17,2,0,1,190882.69
686,2,2,35.0,4,0.0,2,1,1,159676.55
732,3,1,50.0,6,145338.76,1,0,0,91936.1
631,3,2,37.0,2,121801.72,2,0,1,23146.62
630,3,2,51.0,0,108449.23,3,0,0,88372.69
662,2,2,42.0,6,105021.28,1,1,0,48242.38
673,3,2,34.0,1,127122.79,3,0,1,76703.1
568,3,2,29.0,2,129177.01,2,0,1,104617.99
681,1,1,46.0,0,105969.42,1,1,0,5771.56
705,1,2,31.0,3,119794.67,1,0,0,182528.44
755,1,2,38.0,1,0.0,2,1,0,20734.81
826,1,2,30.0,5,0.0,2,0,1,157397.57
646,3,2,44.0,2,113063.83,1,0,0,53072.49
645,1,2,24.0,3,34547.82,1,1,1,11638.17
593,2,1,43.0,10,0.0,2,0,0,53478.02
828,2,1,28.0,8,134766.85,1,1,0,79355.87
508,1,1,35.0,1,86893.28,1,0,0,59374.82
729,3,1,30.0,6,63669.42,1,1,0,145111.37
559,1,1,28.0,3,141099.43,1,1,1,15607.27
636,1,2,35.0,2,0.0,2,1,1,23129.46
502,1,2,35.0,6,0.0,2,1,1,80618.47
764,2,2,33.0,9,168964.77,1,0,1,118982.51
684,2,2,41.0,7,0.0,1,1,1,138394.37
521,1,1,27.0,4,121325.84,1,1,1,164223.7
674,1,2,42.0,9,0.0,2,1,0,4292.72
650,2,1,24.0,8,108881.73,1,1,0,104492.83
671,1,1,31.0,0,116234.61,1,1,0,172096.08
663,1,2,42.0,5,124626.07,1,1,1,78004.5
633,2,1,63.0,4,114552.6,1,1,0,73856.28
708,1,2,47.0,0,126589.12,2,0,1,132730.07
681,1,1,34.0,3,0.0,2,0,0,55816.2
718,1,2,25.0,7,0.0,2,1,0,30380.12
578,3,2,36.0,8,129745.1,1,1,1,143683.75
581,3,1,39.0,1,121523.51,1,0,0,161655.55
602,1,1,32.0,10,0.0,2,1,1,116052.92
656,2,1,69.0,6,163975.09,1,1,1,36108.5
590,2,1,29.0,10,0.0,1,1,1,51907.72
679,2,2,26.0,3,76554.06,1,1,1,184800.27
601,1,2,38.0,0,0.0,2,1,0,165196.65
509,3,1,32.0,9,170661.47,1,1,1,21646.2
422,1,1,41.0,6,153238.88,1,1,0,11663.09
497,2,1,24.0,3,0.0,2,1,0,76390.01
559,1,2,43.0,1,0.0,2,1,1,196645.87
550,3,1,52.0,5,121016.23,1,1,1,41730.37
766,3,1,43.0,6,112088.04,2,1,1,36706.56
602,1,2,56.0,3,115895.22,3,1,0,4176.17
689,2,1,73.0,1,108555.07,1,0,1,167969.15
609,1,1,37.0,1,39344.83,1,1,1,178291.89
640,1,2,50.0,9,117565.03,2,0,0,82559.77
724,1,2,28.0,5,0.0,1,1,0,59351.68
726,1,1,34.0,3,0.0,2,1,0,196288.46
620,1,1,28.0,9,71902.52,1,0,1,190208.23
626,1,2,34.0,3,0.0,2,1,1,37870.29
781,1,1,33.0,3,89276.48,1,1,0,6959.0
759,2,2,74.0,6,128917.84,1,1,1,48244.64
829,1,1,38.0,9,0.0,2,1,0,30529.88
774,1,2,47.0,6,94722.88,1,0,1,61450.96
764,1,2,24.0,7,0.0,2,1,0,186105.99
660,1,1,50.0,1,0.0,3,1,1,191849.15
608,3,1,33.0,1,102772.67,2,1,0,70705.58
698,3,1,39.0,9,133191.19,2,0,1,53289.49
734,3,2,30.0,7,123040.38,1,1,1,76503.06
592,2,1,41.0,0,0.0,2,1,0,65906.07
727,1,1,61.0,0,128213.96,2,1,1,188729.08
850,1,2,42.0,3,0.0,2,1,1,176883.42
661,3,2,35.0,5,150725.53,2,0,1,113656.85
706,3,1,31.0,1,117020.08,2,1,0,54439.53
699,2,1,35.0,2,167455.66,2,1,1,55324.49
746,1,1,35.0,2,172274.01,1,1,0,22374.97
588,3,2,42.0,2,164307.77,1,1,0,48498.19
547,3,1,50.0,3,81290.02,3,0,1,177747.03
662,1,2,29.0,10,0.0,2,1,0,137508.31
781,2,1,33.0,3,0.0,2,1,1,42556.33
831,2,2,44.0,10,0.0,1,0,1,47729.33
499,1,2,46.0,6,0.0,2,1,0,73457.55
679,3,2,37.0,8,77373.87,2,0,1,174873.09
681,2,1,38.0,2,99811.44,2,1,0,23531.5
620,2,2,43.0,2,0.0,2,1,0,20670.1
696,2,2,36.0,7,0.0,2,1,1,82298.59
533,3,2,49.0,1,102286.6,3,1,0,69409.37
457,2,1,44.0,7,0.0,2,0,0,185992.36
629,2,1,41.0,10,150148.51,1,0,0,6936.27
583,1,2,40.0,4,55776.39,2,1,0,26920.43
832,1,2,27.0,10,98590.25,1,1,0,30912.89
